Code,JH_Recovered|2020-01-22,JH_Recovered|2020-01-23,JH_Recovered|2020-01-24,JH_Recovered|2020-01-25,JH_Recovered|2020-01-26,JH_Recovered|2020-01-27,JH_Recovered|2020-01-28,JH_Recovered|2020-01-29,JH_Recovered|2020-01-30,JH_Recovered|2020-01-31,JH_Recovered|2020-02-01,JH_Recovered|2020-02-02,JH_Recovered|2020-02-03,JH_Recovered|2020-02-04,JH_Recovered|2020-02-05,JH_Recovered|2020-02-06,JH_Recovered|2020-02-07,JH_Recovered|2020-02-08,JH_Recovered|2020-02-09,JH_Recovered|2020-02-10,JH_Recovered|2020-02-11,JH_Recovered|2020-02-12,JH_Recovered|2020-02-13,JH_Recovered|2020-02-14,JH_Recovered|2020-02-15,JH_Recovered|2020-02-16,JH_Recovered|2020-02-17,JH_Recovered|2020-02-18,JH_Recovered|2020-02-19,JH_Recovered|2020-02-20,JH_Recovered|2020-02-21,JH_Recovered|2020-02-22,JH_Recovered|2020-02-23,JH_Recovered|2020-02-24,JH_Recovered|2020-02-25,JH_Recovered|2020-02-26,JH_Recovered|2020-02-27,JH_Recovered|2020-02-28,JH_Recovered|2020-02-29,JH_Recovered|2020-03-01,JH_Recovered|2020-03-02,JH_Recovered|2020-03-03,JH_Recovered|2020-03-04,JH_Recovered|2020-03-05,JH_Recovered|2020-03-06,JH_Recovered|2020-03-07,JH_Recovered|2020-03-08,JH_Recovered|2020-03-09,JH_Recovered|2020-03-10,JH_Recovered|2020-03-11,JH_Recovered|2020-03-12,JH_Recovered|2020-03-13,JH_Recovered|2020-03-14,JH_Recovered|2020-03-15,JH_Recovered|2020-03-16,JH_Recovered|2020-03-17,JH_Recovered|2020-03-18,JH_Recovered|2020-03-19,JH_Recovered|2020-03-20,JH_Recovered|2020-03-21,JH_Recovered|2020-03-22,JH_Recovered|2020-03-23,JH_Recovered|2020-03-24,JH_Recovered|2020-03-25,JH_Recovered|2020-03-26,JH_Recovered|2020-03-27,JH_Recovered|2020-03-28,JH_Confirmed|2020-01-22,JH_Confirmed|2020-01-23,JH_Confirmed|2020-01-24,JH_Confirmed|2020-01-25,JH_Confirmed|2020-01-26,JH_Confirmed|2020-01-27,JH_Confirmed|2020-01-28,JH_Confirmed|2020-01-29,JH_Confirmed|2020-01-30,JH_Confirmed|2020-01-31,JH_Confirmed|2020-02-01,JH_Confirmed|2020-02-02,JH_Confirmed|2020-02-03,JH_Confirmed|2020-02-04,JH_Confirmed|2020-02-05,JH_Confirmed|2020-02-06,JH_Confirmed|2020-02-07,JH_Confirmed|2020-02-08,JH_Confirmed|2020-02-09,JH_Confirmed|2020-02-10,JH_Confirmed|2020-02-11,JH_Confirmed|2020-02-12,JH_Confirmed|2020-02-13,JH_Confirmed|2020-02-14,JH_Confirmed|2020-02-15,JH_Confirmed|2020-02-16,JH_Confirmed|2020-02-17,JH_Confirmed|2020-02-18,JH_Confirmed|2020-02-19,JH_Confirmed|2020-02-20,JH_Confirmed|2020-02-21,JH_Confirmed|2020-02-22,JH_Confirmed|2020-02-23,JH_Confirmed|2020-02-24,JH_Confirmed|2020-02-25,JH_Confirmed|2020-02-26,JH_Confirmed|2020-02-27,JH_Confirmed|2020-02-28,JH_Confirmed|2020-02-29,JH_Confirmed|2020-03-01,JH_Confirmed|2020-03-02,JH_Confirmed|2020-03-03,JH_Confirmed|2020-03-04,JH_Confirmed|2020-03-05,JH_Confirmed|2020-03-06,JH_Confirmed|2020-03-07,JH_Confirmed|2020-03-08,JH_Confirmed|2020-03-09,JH_Confirmed|2020-03-10,JH_Confirmed|2020-03-11,JH_Confirmed|2020-03-12,JH_Confirmed|2020-03-13,JH_Confirmed|2020-03-14,JH_Confirmed|2020-03-15,JH_Confirmed|2020-03-16,JH_Confirmed|2020-03-17,JH_Confirmed|2020-03-18,JH_Confirmed|2020-03-19,JH_Confirmed|2020-03-20,JH_Confirmed|2020-03-21,JH_Confirmed|2020-03-22,JH_Confirmed|2020-03-23,JH_Confirmed|2020-03-24,JH_Confirmed|2020-03-25,JH_Confirmed|2020-03-26,JH_Confirmed|2020-03-27,JH_Confirmed|2020-03-28,JH_Deaths|2020-01-22,JH_Deaths|2020-01-23,JH_Deaths|2020-01-24,JH_Deaths|2020-01-25,JH_Deaths|2020-01-26,JH_Deaths|2020-01-27,JH_Deaths|2020-01-28,JH_Deaths|2020-01-29,JH_Deaths|2020-01-30,JH_Deaths|2020-01-31,JH_Deaths|2020-02-01,JH_Deaths|2020-02-02,JH_Deaths|2020-02-03,JH_Deaths|2020-02-04,JH_Deaths|2020-02-05,JH_Deaths|2020-02-06,JH_Deaths|2020-02-07,JH_Deaths|2020-02-08,JH_Deaths|2020-02-09,JH_Deaths|2020-02-10,JH_Deaths|2020-02-11,JH_Deaths|2020-02-12,JH_Deaths|2020-02-13,JH_Deaths|2020-02-14,JH_Deaths|2020-02-15,JH_Deaths|2020-02-16,JH_Deaths|2020-02-17,JH_Deaths|2020-02-18,JH_Deaths|2020-02-19,JH_Deaths|2020-02-20,JH_Deaths|2020-02-21,JH_Deaths|2020-02-22,JH_Deaths|2020-02-23,JH_Deaths|2020-02-24,JH_Deaths|2020-02-25,JH_Deaths|2020-02-26,JH_Deaths|2020-02-27,JH_Deaths|2020-02-28,JH_Deaths|2020-02-29,JH_Deaths|2020-03-01,JH_Deaths|2020-03-02,JH_Deaths|2020-03-03,JH_Deaths|2020-03-04,JH_Deaths|2020-03-05,JH_Deaths|2020-03-06,JH_Deaths|2020-03-07,JH_Deaths|2020-03-08,JH_Deaths|2020-03-09,JH_Deaths|2020-03-10,JH_Deaths|2020-03-11,JH_Deaths|2020-03-12,JH_Deaths|2020-03-13,JH_Deaths|2020-03-14,JH_Deaths|2020-03-15,JH_Deaths|2020-03-16,JH_Deaths|2020-03-17,JH_Deaths|2020-03-18,JH_Deaths|2020-03-19,JH_Deaths|2020-03-20,JH_Deaths|2020-03-21,JH_Deaths|2020-03-22,JH_Deaths|2020-03-23,JH_Deaths|2020-03-24,JH_Deaths|2020-03-25,JH_Deaths|2020-03-26,JH_Deaths|2020-03-27,JH_Deaths|2020-03-28,JH_Active|2020-02-15,JH_Active|2020-02-23,JH_Active|2020-02-04,JH_Active|2020-01-30,JH_Active|2020-02-06,JH_Active|2020-02-01,JH_Active|2020-02-17,JH_Active|2020-03-07,JH_Active|2020-01-29,JH_Active|2020-02-29,JH_Active|2020-03-13,JH_Active|2020-02-21,JH_Active|2020-01-23,JH_Active|2020-02-03,JH_Active|2020-02-20,JH_Active|2020-02-26,JH_Active|2020-03-28,JH_Active|2020-03-25,JH_Active|2020-02-05,JH_Active|2020-02-11,JH_Active|2020-01-27,JH_Active|2020-01-24,JH_Active|2020-02-13,JH_Active|2020-03-14,JH_Active|2020-02-07,JH_Active|2020-03-01,JH_Active|2020-02-12,JH_Active|2020-02-14,JH_Active|2020-02-18,JH_Active|2020-03-03,JH_Active|2020-03-11,JH_Active|2020-03-15,JH_Active|2020-01-22,JH_Active|2020-02-08,JH_Active|2020-02-16,JH_Active|2020-03-02,JH_Active|2020-03-27,JH_Active|2020-01-28,JH_Active|2020-02-19,JH_Active|2020-03-08,JH_Active|2020-03-10,JH_Active|2020-02-25,JH_Active|2020-01-25,JH_Active|2020-03-19,JH_Active|2020-01-26,JH_Active|2020-01-31,JH_Active|2020-02-24,JH_Active|2020-03-09,JH_Active|2020-03-16,JH_Active|2020-03-17,JH_Active|2020-03-22,JH_Active|2020-02-02,JH_Active|2020-03-05,JH_Active|2020-02-28,JH_Active|2020-02-09,JH_Active|2020-03-26,JH_Active|2020-03-12,JH_Active|2020-03-20,JH_Active|2020-03-21,JH_Active|2020-02-22,JH_Active|2020-02-27,JH_Active|2020-03-23,JH_Active|2020-03-24,JH_Active|2020-02-10,JH_Active|2020-03-04,JH_Active|2020-03-18,JH_Active|2020-03-06
PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,1,1,1,1,1,1,7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,11.0,16.0,22.0,31.0,49.0,68.0,103.0,119.0,177.0,238.0,251.0,355.0,425.0,536.0,634.0,749.0,901.0,1051.0,1221.0,1389.0,1638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,7.0,8.0,10.0,14.0,16.0,16.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,1613.0,1030.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,116.0,0.0,0.0,0.0,0.0,1366.0,0.0,0.0,11.0,22.0,0.0,0.0,349.0,0.0,0.0,0.0,16.0,160.0,220.0,626.0,0.0,1.0,0.0,0.0,1198.0,48.0,419.0,530.0,0.0,0.0,740.0,890.0,0.0,1.0,233.0,5.0
PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,5,5,5,5,22,22,43,43,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,8.0,13.0,20.0,30.0,30.0,41.0,59.0,59.0,112.0,169.0,245.0,331.0,448.0,448.0,785.0,1020.0,1280.0,1600.0,2060.0,2362.0,2995.0,3544.0,4268.0,5170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,6.0,12.0,14.0,23.0,33.0,43.0,60.0,76.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,5027.0,2930.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,2.0,59.0,243.0,0.0,0.0,0.0,2.0,4149.0,0.0,0.0,30.0,41.0,0.0,0.0,779.0,0.0,0.0,0.0,30.0,328.0,444.0,1581.0,0.0,8.0,0.0,0.0,3441.0,59.0,1009.0,1263.0,0.0,0.0,2032.0,2307.0,0.0,5.0,443.0,13.0
QA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,10,27,33,33,41,41,43,43,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,8.0,8.0,8.0,8.0,15.0,18.0,24.0,262.0,262.0,320.0,337.0,401.0,439.0,439.0,452.0,460.0,470.0,481.0,494.0,501.0,526.0,537.0,549.0,562.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,320.0,0.0,0.0,0.0,0.0,0.0,544.0,496.0,0.0,0.0,0.0,0.0,0.0,333.0,0.0,3.0,0.0,0.0,0.0,7.0,262.0,397.0,0.0,0.0,0.0,3.0,519.0,0.0,0.0,15.0,24.0,0.0,0.0,456.0,0.0,0.0,0.0,18.0,435.0,435.0,461.0,0.0,8.0,0.0,0.0,506.0,262.0,460.0,454.0,0.0,0.0,468.0,485.0,0.0,8.0,448.0,8.0
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,3,6,6,7,9,9,9,16,19,25,25,52,64,64,79,86,94,115,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,9.0,9.0,15.0,15.0,25.0,45.0,49.0,89.0,123.0,131.0,158.0,184.0,260.0,277.0,308.0,367.0,433.0,576.0,794.0,906.0,1029.0,1292.0,1452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,11.0,17.0,23.0,26.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,82.0,0.0,0.0,0.0,0.0,1.0,1276.0,803.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,3.0,0.0,0.0,0.0,3.0,39.0,122.0,0.0,0.0,0.0,3.0,1151.0,0.0,0.0,12.0,22.0,0.0,0.0,252.0,0.0,0.0,0.0,12.0,149.0,168.0,366.0,0.0,5.0,3.0,0.0,912.0,43.0,283.0,315.0,0.0,1.0,505.0,704.0,0.0,3.0,241.0,8.0
RU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,8,8,8,8,8,9,9,12,16,16,22,29,38,45,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,13.0,13.0,17.0,17.0,20.0,20.0,28.0,45.0,59.0,63.0,90.0,114.0,147.0,199.0,253.0,306.0,367.0,438.0,495.0,658.0,840.0,1036.0,1264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,11.0,0.0,0.0,42.0,0.0,0.0,2.0,0.0,0.0,1211.0,626.0,2.0,2.0,0.0,0.0,0.0,51.0,2.0,0.0,0.0,0.0,0.0,1.0,17.0,55.0,0.0,2.0,0.0,1.0,987.0,0.0,0.0,14.0,17.0,0.0,0.0,189.0,0.0,2.0,0.0,14.0,82.0,106.0,350.0,2.0,2.0,0.0,2.0,799.0,25.0,243.0,293.0,0.0,0.0,421.0,472.0,2.0,1.0,139.0,11.0
RW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,7.0,8.0,8.0,17.0,17.0,19.0,36.0,40.0,41.0,50.0,54.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,41.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,7.0,19.0,0.0,0.0,0.0,0.0,50.0,0.0,17.0,17.0,0.0,0.0,36.0,40.0,0.0,0.0,8.0,0.0
KN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0
VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
SM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,10.0,16.0,21.0,21.0,23.0,36.0,36.0,51.0,62.0,69.0,80.0,80.0,101.0,109.0,109.0,119.0,119.0,144.0,144.0,175.0,187.0,187.0,208.0,208.0,223.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,5.0,5.0,7.0,7.0,11.0,11.0,14.0,20.0,20.0,20.0,21.0,21.0,21.0,21.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,196.0,183.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,1.0,0.0,0.0,0.0,9.0,60.0,92.0,0.0,0.0,0.0,8.0,198.0,0.0,0.0,35.0,49.0,0.0,0.0,104.0,0.0,0.0,0.0,35.0,98.0,98.0,151.0,0.0,20.0,1.0,0.0,183.0,66.0,126.0,120.0,0.0,1.0,163.0,162.0,0.0,15.0,104.0,20.0
